id,school,stratum,gender,age,bullied,escs,skip_sch,CM033Q01S,CM474Q01S,CM155Q01S,CM155Q04S,CM411Q01S,CM411Q02S,CM803Q01S,CM442Q02S,CM034Q01S,CM305Q01S,CM496Q01S,CM496Q02S,CM423Q01S,CM192Q01S,CM603Q01S,CM571Q01S,CM564Q01S,CM564Q02S,CM447Q01S,CM273Q01S,CM408Q01S,CM420Q01S,CM446Q01S,CM559Q01S,CM828Q03S,CM464Q01S,CM800Q01S,CM982Q01S,CM982Q02S,CM982Q03S,CM982Q04S,CM992Q01S,CM992Q02S,CM915Q01S,CM915Q02S,CM906Q01S,CM909Q01S,CM909Q02S,CM909Q03S,CM949Q01S,CM949Q02S,CM00GQ01S,CM955Q03S,CM905Q01S,CM919Q01S,CM919Q02S,CM954Q01S,CM954Q04S,CM943Q01S,CM943Q02S,CM953Q03S,CM948Q01S,CM948Q02S,CM948Q03S,CM936Q01S,CM939Q02S,CM967Q01S,CM967Q03S
9603285,9600045,BRN11,2,15.42,0.8111,0.9725,0,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,1,0,0,,,1,0
9603328,9600045,BRN11,1,15.42,-1.228,0.8938,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,1,0,1,0,,,,,1,,,,1,1,,,,0,1,,,,,,,,,,,,
9603373,9600045,BRN11,1,15.83,-1.228,0.5745,0,,,0,0,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,0,,,,1,1,0,,,,,,,,,,1,0,,,,,,,,
9603374,9600045,BRN11,2,16.17,0.9744,1.2044,0,,,,,,,,0,0,,,,,,1,,,,,,,,,1,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,
9603429,9600045,BRN11,1,16.17,-1.228,1.5778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603456,9600045,BRN11,2,15.5,0.6616,1.0653,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,
9603527,9600045,BRN11,1,16.08,1.0782,0.2403,0,,,,,,,,,,,1,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
9603568,9600045,BRN11,2,15.58,-1.228,0.9382,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0,,,,,,,,,,,,,1,,
9603592,9600045,BRN11,2,15.67,-1.228,1.5423,0,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
9603609,9600045,BRN11,1,15.33,0.6505,0.6611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603659,9600045,BRN11,2,15.67,-1.228,1.1698,1,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,1,1,0
9603662,9600045,BRN11,2,16.17,0.2988,0.6291,0,,,,,1,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,
9603690,9600045,BRN11,1,15.92,-1.228,1.0476,0,,1,,,1,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
9603763,9600045,BRN11,2,15.83,0.5504,0.5797,0,,,,,,,,0,0,,,,,,0,,,,,,,,,0,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,
9603807,9600045,BRN11,2,16,0.5504,0.4617,0,1,,,,,,,,,,1,1,,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,0,,,,,,,,,,,,,,,,,
9603827,9600045,BRN11,1,16,-1.228,0.9372,0,,,,,,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,1,0,0,,,,,,1,0,,,,,,,,,,,,
9603834,9600045,BRN11,2,16.08,1.2807,0.6171,0,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
9603864,9600045,BRN11,2,15.42,,0.7779,0,,0,1,1,,,,,,,,,1,,,0,0,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604014,9600045,BRN11,1,15.75,0.2988,1.2348,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,0,,,,1,1,0,,,,,,,,1,1,1,0,,,,,,,,
9604038,9600045,BRN11,1,15.42,-1.228,-0.1318,0,1,0,,,1,0,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
9604081,9600045,BRN11,1,16,-1.228,1.4468,0,1,,,,,,,,,0,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
9604248,9600045,BRN11,2,16,0.3367,1.0266,1,,,,,1,1,,,,,,,,,1,,1,1,1,,,,,,,,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
9604252,9600045,BRN11,1,15.5,-0.391,1.3612,0,,1,,,1,1,,,0,,,,,,,,0,0,,,0,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,
9604276,9600045,BRN11,2,15.75,-1.228,1.2139,1,,,1,0,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
9604285,9600045,BRN11,2,16.25,0.3367,0.5081,0,,,,,,,,,,,,,,,,1,,,,1,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,
9604351,9600045,BRN11,1,15.75,-1.228,1.2496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,,0,0,0,,,0,,,,,,,,,,1,1,0,,,,
9604393,9600045,BRN11,1,15.33,-1.228,1.0224,0,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,0,,,,,,,,,,,,,1,1,,
9604407,9600045,BRN11,1,15.67,-0.267,1.8909,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,0,1,1,0,,,1,0
9604409,9600045,BRN11,2,16.08,0.9503,1.3903,0,,1,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,0
9604513,9600045,BRN11,1,15.42,0.1523,0.6754,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604574,9600045,BRN11,2,16.08,0.379,-0.0825,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
9604621,9600045,BRN11,1,15.83,-1.228,1.2988,0,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,0,,
9604658,9600045,BRN11,2,16.17,-0.2016,0.9447,0,,,,,,,,0,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,
9604800,9600045,BRN11,1,15.75,-1.228,1.0658,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604801,9600045,BRN11,2,16.17,0.8814,2.0142,0,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,1,0,,,,,,,,
9604808,9600045,BRN11,2,16,-1.228,-0.6462,1,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9604822,9600045,BRN11,1,15.42,-0.267,0.6574,0,1,,,,,,,0,,,,,,0,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9604834,9600045,BRN11,2,15.83,-1.228,1.2541,0,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
9604896,9600045,BRN11,1,15.67,-1.228,1.0613,0,,1,,,1,1,,,,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,1,,
9605035,9600045,BRN11,1,15.92,0.0102,1.8351,1,1,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9605081,9600045,BRN11,2,15.83,-0.5168,0.9601,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605241,9600045,BRN11,2,16.08,-1.228,0.4088,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,,,,,,,,1,1,0,,,,
9605298,9600045,BRN11,2,15.5,-1.228,0.9997,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,,1,1,0,1,,0,0
9605327,9600045,BRN11,1,15.92,0.7726,-0.3709,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,0,,,,,,,,
9605406,9600045,BRN11,1,16.25,-1.228,0.3165,0,,0,1,1,1,1,,,,,,,,,,,0,1,,,,,,0,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
9605428,9600045,BRN11,1,15.75,-1.228,1.1818,0,,,1,1,,,,1,,,,,,,,,,,,,,0,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605463,9600045,BRN11,2,15.75,-1.228,0.7086,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,1,1,0,,,1,0
9605569,9600045,BRN11,2,15.67,-1.228,0.2177,1,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,1,1,0
9605583,9600045,BRN11,2,15.5,-1.228,1.0029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605612,9600045,BRN11,1,16,0.5381,1.0675,0,,,,,,,,1,,1,,,,,1,1,,,,1,,,,,,0,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9605672,9600045,BRN11,2,16,0.6616,1.6164,0,,1,,,,,,,1,1,,,,,,0,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,0
9605725,9600045,BRN11,2,15.5,0.7179,0.8805,0,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,1,,,
9605729,9600045,BRN11,2,16.25,-1.228,-0.8629,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,,,0,0
9605805,9600045,BRN11,2,15.33,0.8902,-0.0547,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
9605845,9600045,BRN11,2,15.33,-1.228,1.286,0,1,1,,,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,,,,,,,,,
9605875,9600045,BRN11,2,15.5,0.8222,1.1329,0,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
9606087,9600045,BRN11,1,15.67,-1.228,1.5249,0,,,1,0,,,,,,,,,0,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,
9606088,9600045,BRN11,2,15.5,0.496,1.0002,1,,,,,,,,,,,0,1,1,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600006,9600046,BRN02,2,15.67,0.379,8e-4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600017,9600046,BRN02,1,15.58,-1.228,-1.1333,0,,,,,,,,,,,,,,,,,,,,,0,,1,1,,,,1,0,0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,
9600028,9600046,BRN02,1,15.83,1.2673,-0.422,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,0,,1,0,0,0,,0,0
9600201,9600046,BRN02,2,15.58,-1.228,0.6424,0,1,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,1,0,1,0,,0,,,,,,,,,,,,,,,
9600238,9600046,BRN02,1,15.5,-1.228,0.7866,0,1,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,0,1,,,1,,,,,,,,,,,,,,
9600308,9600046,BRN02,1,15.42,0.6976,0.1445,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9600340,9600046,BRN02,1,16.08,-1.228,-0.0972,0,,,0,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600346,9600046,BRN02,1,15.33,0.6505,-1.5618,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600348,9600046,BRN02,1,15.5,-1.228,-1.5835,0,,,,,,,,,0,0,,,0,0,,,0,0,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,,
9600487,9600046,BRN02,2,15.5,-1.228,0.2642,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
9600493,9600046,BRN02,2,15.83,0.9078,-0.2735,0,,,,,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,0,0,0,,,0,0
9600508,9600046,BRN02,2,15.83,1.1181,1.1926,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,1,,,,,,,,1,1,0
9600524,9600046,BRN02,2,16.08,-0.267,-1.4233,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,1,,,,,,,,,,,1,,,
9600544,9600046,BRN02,2,15.75,0.8614,0.2158,0,,,,,,,0,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0
9600570,9600046,BRN02,1,15.5,-1.228,-1.6016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,,,,,,,,0,,,,,,,,,,,,0,,,
9600642,9600046,BRN02,1,16.08,-1.228,0.5389,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,1,0,0,1,,,
9600716,9600046,BRN02,2,15.58,-1.228,0.1349,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600904,9600046,BRN02,1,16.25,0.7179,-0.3199,0,,,0,0,,,,,,,,,,,,,,,,0,,,,,,0,,0,0,1,0,,,,,0,,,,,,,,,,,0,0,,,,,,,,,,
9601002,9600046,BRN02,2,15.5,1.6925,0.3823,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,0,0,,,,,,,,
9601010,9600046,BRN02,1,15.42,2.9069,-0.5025,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,
9601022,9600046,BRN02,2,16.17,1.416,-1.9566,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,
9601092,9600046,BRN02,2,15.83,,-1.3065,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
9601173,9600046,BRN02,1,15.83,-0.267,-0.919,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,,,,,,,,0,0,0,,,,
9601182,9600046,BRN02,2,15.92,-1.228,-1.2915,0,,,,,,,,,,,0,1,,,,,,,0,,,,,1,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,
9601224,9600046,BRN02,2,15.75,1.3881,-1.2206,0,0,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,
9601296,9600046,BRN02,2,15.83,1.1181,-0.3841,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601379,9600046,BRN02,1,15.92,-1.228,0.9034,0,1,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,
9601506,9600046,BRN02,2,15.58,0.7179,0.2562,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
9601575,9600046,BRN02,1,16,1.5203,-0.2203,0,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,,,
9601649,9600046,BRN02,2,15.83,0.5767,-0.3716,0,,,,,,,,,,,1,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,0,,,,,,,,,
9601702,9600046,BRN02,1,15.75,-1.228,-0.8375,0,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,0,,,
9601726,9600046,BRN02,2,15.42,2.0534,-0.6595,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601758,9600046,BRN02,2,15.67,1.5992,-0.4062,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,,,,,
9601766,9600046,BRN02,1,15.75,-1.228,0.9838,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
9601780,9600046,BRN02,2,15.75,,-0.6049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601841,9600046,BRN02,1,15.33,1.695,-0.7964,0,,,1,0,,,,,,,,,0,,,,,,,,,,,,,,1,1,0,0,0,,,,,0,,,,,,,,,,,,,,,1,,,,,,,
9601908,9600046,BRN02,2,16,0.8561,-1.0586,0,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
9602105,9600046,BRN02,2,15.33,-0.267,1.3418,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
9602111,9600046,BRN02,2,15.58,1.4747,-1.7095,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,
9602113,9600046,BRN02,1,15.5,-1.228,-0.7691,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
9602119,9600046,BRN02,1,16.17,-0.1325,0.5922,0,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
9602124,9600046,BRN02,1,16.08,0.3367,-1.139,1,,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,0
9602150,9600046,BRN02,2,16,-1.228,0.5805,0,1,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,
9602241,9600046,BRN02,2,15.42,0.1107,-0.8828,0,0,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0
9602248,9600046,BRN02,1,15.67,1.7107,-0.3402,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
9602293,9600046,BRN02,2,16,2.3488,0.5022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602297,9600046,BRN02,2,15.58,1.3754,-0.1654,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,1,,,
9602309,9600046,BRN02,1,16.08,1.6193,0.1477,0,,,,,,,,,0,,,,,,,,,,0,,0,,,,0,,1,,,,,,,,,,1,0,0,,,,,,1,0,,,,,,,,,,,,
9602354,9600046,BRN02,1,15.83,-1.228,-1.5447,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0
9602372,9600046,BRN02,2,16.25,1.2807,-0.4303,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
9602482,9600046,BRN02,1,15.92,-1.228,-0.0399,0,,,,,,,,,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,
9602551,9600046,BRN02,1,15.83,-1.228,-1.1894,0,,,,,,,,,0,0,,,0,0,,,1,0,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,
9602582,9600046,BRN02,2,16,0.379,-2.7507,1,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0
9602595,9600046,BRN02,1,16.08,1.5274,-1.182,0,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
9602739,9600046,BRN02,1,15.92,1.2499,-0.3398,1,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,1,,0,0,0,,,,,,,,,,,,,,,,,,0,0
9602788,9600046,BRN02,1,15.33,-1.228,-0.1236,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,0,0,,,,,,,,,,
9603076,9600046,BRN02,1,16.25,0.379,-0.1982,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,,,
9603266,9600046,BRN02,1,15.42,-1.228,-1.6618,0,,,1,1,,,,,,,,,,,,,,,,0,,,,,,0,,1,1,,,,,,,0,,,,,,,,,,,1,0,,,,,,,,,,
9603274,9600046,BRN02,1,15.75,1.3646,-0.0846,0,1,,,,,,,,,,0,0,0,,,,,,0,,,,,1,,,,,,,,,,0,1,,1,0,0,,,,,,,,,,,,,,,,,,0,0
9603311,9600046,BRN02,1,16.25,-0.1325,-0.4208,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0
9603314,9600046,BRN02,2,15.5,-1.228,-1.5465,0,,,,,1,0,,,,,,,,,,,1,0,1,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,,,,
9603316,9600046,BRN02,1,15.33,0.6699,-0.9904,0,,,,,,,,,,,,,,0,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
9603409,9600046,BRN02,1,15.67,0.7179,-0.6841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603434,9600046,BRN02,1,15.67,-1.228,-0.7537,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,,0,,,,,,0,0,,,,,,,,
9603479,9600046,BRN02,1,15.33,1.8301,-0.6178,1,,,,,0,0,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,0,0,0,,,,,,0,0,,,,,,,,,,,,
9603657,9600046,BRN02,2,16.25,0.7034,-2.1929,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,,,,,1,,,,0,0,,,,0,0,,,,,,,,,,,,
9603715,9600046,BRN02,1,16.17,0.6942,-1.4118,1,,0,,,,,,,,,,,0,,,0,0,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9603795,9600046,BRN02,2,15.67,-1.228,0.4599,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,0
9603805,9600046,BRN02,2,15.75,1.2956,-0.7734,0,,1,,,,,,,0,0,,,,,,1,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0
9603851,9600046,BRN02,2,16.17,1.1054,0.4292,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,0,0,0,1,0,,,0,,,,,,,0,,,,,,,,,,,,,,,
9603914,9600046,BRN02,2,15.58,-1.228,-0.2118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,
9603961,9600046,BRN02,1,15.67,1.708,-0.7203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,
9603977,9600046,BRN02,2,16.08,2.4027,0.1572,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604218,9600046,BRN02,2,15.83,2.1439,-0.1439,0,1,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
9604397,9600046,BRN02,2,15.42,0.379,-0.975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,,,,,,,,0,,,,,,,,,,,,0,,,
9604519,9600046,BRN02,2,16,-1.228,-0.0623,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,1,1,0,,,0,0
9604569,9600046,BRN02,1,15.58,0.2988,-1.1148,0,1,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,
9604632,9600046,BRN02,1,16.17,1.2169,-0.3715,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,
9604716,9600046,BRN02,2,15.75,-1.228,-0.7719,0,,1,,,,,,,0,1,,,,,,0,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,0
9604745,9600046,BRN02,1,16.17,-1.228,0.8318,0,,,1,0,,,,,,,,,,,,,,,,0,,,,,,0,,0,1,0,0,,,,,1,,,,,,,,,,,1,0,,,,,,,,,,
9604816,9600046,BRN02,1,15.58,0.6364,-1.9898,0,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,1,0,1,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
9604909,9600046,BRN02,2,16,1.0057,-1.5483,0,,,1,1,,,,,,,,,,,,,,,,0,,0,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,
9604932,9600046,BRN02,1,15.58,-1.228,-1.1481,0,,0,,,0,1,,,0,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,1,,
