score,school,gender,age,bullied,escs,skip_sch
44,AQ,M,15.42,0.9004,-0.8847,0
48,AQ,F,16.17,-0.1325,0.3142,0
31,AQ,F,15.58,-0.267,-0.1416,0
31,AQ,F,15.83,0.7654,-0.0081,0
55,AQ,F,16.17,-1.228,0.3819,0
40,AQ,M,15.75,0.7179,-0.9934,1
57,AQ,M,15.67,1.1329,0.9807,0
30,AQ,M,16.25,1.3876,-0.1699,0
35,AQ,M,15.83,-1.228,-1.496,0
81,AQ,F,16.17,-1.228,-1.331,0
58,AQ,M,15.83,-0.391,-1.4515,0
58,AQ,M,15.5,-1.228,-0.1165,0
35,AQ,M,15.92,-1.228,0.21560000000000001,0
59,AQ,M,15.75,-0.1325,0.0374,0
64,AQ,F,16.08,-1.228,-0.576,0
41,AQ,M,16,-0.391,-1.4581,0
75,AQ,M,15.92,-1.228,0.6264,0
51,AQ,M,15.58,-0.267,-1.226,0
39,AQ,M,15.5,-1.228,-0.0165,0
37,AQ,M,16,-1.228,-0.4591,0
49,AQ,M,16.17,1.1219,-0.4623,0
56,AQ,M,15.42,-0.1325,-0.3034,0
46,AQ,F,15.67,0.9004,-0.894,1
50,AQ,F,15.58,0.9271,-0.9974,0
30,AQ,M,16.08,1.2499,-0.1935,0
44,AQ,F,16,-1.228,-0.0121,0
25,AQ,F,15.67,0.7502,-2.1218,0
34,AQ,M,16.25,-1.228,-1.3255,0
48,AQ,F,15.5,1.4754,0.3436,1
25,AQ,F,15.92,1.3497,0.295,1
39,AQ,M,15.92,0.8561,-1.3653,0
53,AQ,M,16.25,-1.228,0.2708,0
71,AQ,M,15.5,0.5026,0.4146,0
38,AQ,M,15.5,0.2183,-0.2917,0
30,AQ,M,15.58,-1.228,0.5129,0
37,AQ,M,16.08,-1.228,-2.5069,0
50,AQ,M,15.75,0.2121,1.211,0
56,AQ,M,15.83,1.4119,1.0772,0
74,AQ,F,15.92,0.2988,-1.6548,0
45,AQ,F,15.75,-1.228,-0.0141,0
73,AQ,M,15.33,0.9195,-0.0605,1
49,AQ,F,15.5,-1.228,-1.0166,1
72,AQ,M,16,-1.228,-1.1448,0
63,AQ,M,15.83,-1.228,-0.1972,0
23,AQ,M,16.25,1.6809,-1.8275,1
25,AQ,F,15.92,0.8812,0.6778,0
42,AQ,F,15.67,0.6364,-1.5374,0
40,AQ,F,15.75,-1.228,0.1389,0
49,AQ,F,16.08,-1.228,-0.4795,0
43,AQ,F,15.33,-0.1325,-0.2676,0
65,AQ,M,15.92,-1.228,-1.7676,0
89,AQ,M,15.75,-1.228,-1.2832,0
29,AQ,F,15.92,1.4279,-1.6392,1
32,AQ,M,15.58,1.6609,-1.1166,1
22,AQ,M,15.33,1.2369,-0.688,0
31,AQ,M,15.33,1.6722,-0.0565,0
35,AQ,M,16.17,1.5739,-1.5158,0
60,AQ,M,15.83,0.379,-0.4789,0
23,AQ,F,15.67,0.8902,-0.5413,1
78,AQ,M,15.83,-1.228,-0.9498,0
53,AQ,F,15.42,0.0962,-1.5045,0
73,AQ,M,15.75,0.7179,0.8619,0
50,AQ,M,15.75,-1.228,0.3765,0
12,AQ,M,15.33,2.6857,0.2461,0
58,AQ,M,15.67,1.4984,-1.4965,0
70,AQ,M,16,0.379,0.9498,0
38,AQ,M,16.08,0.9233,-0.6082,0
55,AQ,M,16.17,-1.228,-1.4411,1
40,AQ,M,15.33,-0.1325,-0.6264,0
72,AQ,M,15.75,2.2058,0.9435,0
55,AQ,F,16,0.9364,0.4489,0
30,AQ,F,15.92,1.547,-0.1702,0
43,AQ,F,15.75,1.099,-1.0801,0
51,AQ,M,15.75,0.9271,-0.4832,0
33,AQ,F,16,1.0814,-0.5308,0
28,AQ,M,15.33,1.5463,-2.6908,0
48,AQ,M,15.83,2.3496,0.1684,0
32,AQ,F,15.5,0.7179,-0.4094,0
27,AQ,F,15.83,1.7753,-0.7422,0
67,AQ,F,15.5,-1.228,0.7505,0
38,AQ,M,15.58,1.3664,-0.2835,1
55,AQ,M,15.67,0.5335,-1.1247,0
49,AQ,M,15.92,-0.1325,-0.4422,0
50,AQ,F,16,1.0834,-1.9557,0
44,AQ,M,15.83,-1.228,-2.1772,0
30,AQ,F,15.67,0.9732,-0.9529,0
61,AQ,F,15.58,-0.2016,-1.3541,0
36,AQ,M,16.17,1.2956,0.6209,0
49,AQ,M,15.42,-1.228,-0.3048,0
60,AQ,M,15.75,0.6616,-0.5708,0
47,AQ,F,16.25,-1.228,-1.4428,0
47,AQ,F,15.75,0.843,-0.951,0
49,AQ,F,15.42,1.3839,-2.661,0
7,AQ,F,15.83,1.9221,-0.2828,0
59,AQ,M,15.83,-0.267,0.1483,0
68,AQ,M,15.33,-0.267,0.515,0
38,AR,M,15.75,1.8421,-0.1573,0
59,AR,F,15.83,-1.228,0.7277,0
33,AR,M,15.67,1.4984,-1.355,0
33,AR,F,15.42,0.2988,-1.0887,0
58,AR,F,15.75,0.7006,1.1597,0
24,AR,M,15.58,1.0696,0.0034,0
59,AR,M,16.33,1.7531,0.3265,0
59,AR,M,16.17,-0.391,1.4266,0
36,AR,M,15.83,0.379,-0.6661,0
35,AR,M,15.5,0.379,-0.2251,0
34,AR,F,15.5,1.0692,1.2823,0
61,AR,M,16.08,-0.267,0.8164,0
60,AR,M,16.17,1.3595,-0.0517,0
46,AR,M,15.83,0.6616,-0.8447,0
70,AR,M,15.83,-1.228,1.1508,0
57,AR,M,15.58,-1.228,-1.2604,1
35,AR,F,15.58,-1.228,0.9022,0
55,AR,F,15.42,-0.391,0.987,0
40,AR,M,15.33,0.3447,0.2378,0
34,AR,M,15.42,1.1975,-2.3032,0
38,AR,M,16.17,-1.228,0.4191,0
50,AR,M,15.83,1.5587,-0.2178,0
84,AR,M,16.08,-1.228,0.8285,0
51,AR,F,15.75,0.8222,-0.6619,0
79,AR,F,15.92,-1.228,0.556,0
30,AR,M,15.75,-1.228,1.2687,0
75,AR,F,15.42,-1.228,-0.4535,0
48,AR,M,15.58,-1.228,-1.4736,0
45,AR,M,15.42,1.766,0.3979,0
53,AR,F,16,1.0535,-1.4023,1
57,AR,F,15.5,-1.228,-0.7343,0
30,AR,M,15.92,-0.1325,-0.3616,0
38,AR,F,15.67,-1.228,1.0465,0
39,AR,F,15.42,-1.228,-1.2434,0
23,AR,M,15.92,0.9521,-0.3374,0
47,AR,M,15.33,-0.1325,-0.8372,0
38,AR,F,15.58,-0.391,-0.8121,0
21,AR,M,15.67,0.6884,-0.6013,0
56,AR,F,16,-1.228,-1.543,0
50,AR,F,15.58,0.5238,-1.1016,0
44,AR,M,15.42,-1.228,-0.8033,0
56,AR,F,15.58,1.3076,0.5797,0
84,AR,M,16,-1.228,1.3894,0
35,AR,M,15.83,1.4819,0.7669,0
51,AR,M,16.17,1.1506,0.3052,0
26,AR,M,15.58,-0.1325,1.7126,0
27,AR,M,15.5,0.2988,0.464,0
80,AR,M,15.92,-0.2016,0.7634,0
76,AR,M,15.92,1.1654,1.1344,0
67,AR,F,15.33,0.379,1.0038,0
77,AR,F,15.92,-0.267,0.8176,1
42,AR,M,16.17,0.6158,-1.3259,1
62,AR,M,15.83,0.379,-1.221,0
46,AR,M,15.33,1.1035,0.8481,0
28,AR,F,16.17,-1.228,-1.0557,0
63,AR,F,16.33,1.2242,1.1062,0
54,AR,M,15.67,-0.2016,0.5852,0
62,AR,M,15.33,0.6884,-1.0341,0
57,AR,F,15.75,-0.1325,-0.9477,0
79,AR,M,16.08,-0.3264,0.8369,1
54,AR,M,15.92,-1.228,-1.2053,0
80,AR,M,15.83,-1.228,-0.2738,0
35,AR,M,15.58,-1.228,-1.2835,0
15,AR,F,16,-1.228,-1.1604,0
46,AR,M,15.67,0.8882,-0.7042,0
67,AR,M,15.92,0.5504,-0.2275,0
29,AR,M,15.58,0.379,-0.8039,0
42,AR,F,15.58,-1.228,0.5363,0
37,AR,M,16.08,1.2674,-1.7194,0
46,AR,F,15.75,-1.228,-0.3202,0
41,AR,F,15.83,-1.228,0.4481,1
77,AR,M,15.33,1.0154,0.4592,0
74,AR,F,15.92,-1.228,-0.6804,0
18,AR,F,16.33,1.3473,0.7122,0
26,AR,F,15.92,1.4167,-2.0753,0
51,AR,F,15.67,1.1781,-0.4132,0
58,AR,M,16.17,-0.1325,1.3226,0
68,AR,M,15.67,-1.228,-0.7109,0
12,AR,F,16.25,0.1361,-0.4977,0
22,AR,F,15.92,-1.228,-0.3111,0
53,AR,F,15.83,1.9756,-0.8801,0
26,AR,M,15.83,1.1181,0.4607,0
59,AR,M,15.33,-1.228,0.2566,0
50,AR,F,16,0.6302,0.6694,0
39,AR,F,15.5,1.3964,-0.7907,0
43,AR,M,15.83,-1.228,0.4592,0
50,AR,F,15.75,1.556,1.0038,0
74,AR,F,15.92,0.2121,-0.2259,0
22,AR,M,16.17,-1.228,-0.1608,0
64,AR,M,15.75,1.5092,-1.1741,0
70,AR,F,15.67,-1.228,0.7149,0
60,AR,M,15.92,0.0959,1.1643,1
44,AR,M,15.33,-1.228,0.4052,0
54,AR,M,15.67,0.979,-0.2146,0
56,AR,M,15.5,0.9797,-1.4643,0
48,AR,M,16.08,0.9271,0.1982,0
80,AR,F,16,-1.228,1.0606,0
40,AR,F,15.58,1.3334,-0.6847,0
29,AR,M,15.42,1.0315,-0.9455,0
50,AR,M,15.42,0.496,-0.6589,0
24,AR,F,15.92,0.7179,-0.6531,0
27,AR,M,16.33,1.0485,0.2302,0
47,AR,M,15.67,1.002,-0.8829,1
27,AR,F,16.08,-1.228,0.1405,0
70,AR,M,16.17,0.8141,1.0265,0
73,AR,F,16.17,-1.228,0.8096,1
50,AR,M,16,-0.2016,-1.6966,0
43,AR,M,15.58,1.5112,-0.9859,0
71,AR,F,15.58,-1.228,0.4736,0
76,AR,M,15.67,-1.228,-0.1181,0
60,AR,F,16.08,-1.228,0.2837,0
40,AR,M,15.58,1.0154,-0.2677,0
29,AR,F,16.33,0.7179,-2.0409,0
22,AR,F,15.75,-0.391,0.5304,0
62,AR,M,15.67,0.2988,-1.0308,0
59,AR,M,16.33,1.8482,-0.9802,0
67,AR,F,16.33,2.265,1.7935,1
55,AR,M,15.5,1.3381,-0.5177,1
8,AR,F,15.5,-0.267,-0.4571,0
84,AR,M,15.33,1.3379,0.8911,0
39,AR,F,15.67,0.7935,0.51,0
60,AR,F,15.67,1.0616,0.6108,0
30,AR,F,15.92,1.8314,-1.0946,0
31,AR,M,16.25,-1.228,-1.0685,0
35,AR,M,15.67,0.6132,-0.412,0
65,AR,F,15.83,-1.228,0.7597,0
71,AR,M,16,0.3367,0.452,0
81,AR,M,16.25,-1.228,1.634,0
64,AR,F,15.42,0.0959,1.014,0
55,AR,M,15.33,-0.1325,-0.253,0
36,AR,M,15.67,0.4018,0.8234,0
65,AR,M,15.58,0.5238,-0.0781,0
38,AR,M,16.33,1.369,0.3679,0
46,AR,M,15.58,0.3367,-1.324,0
58,AR,F,16,-1.228,-0.7923,1
21,AR,M,16.08,0.9078,0.0827,1
53,AR,F,16,1.9209,-0.4957,0
41,AR,M,15.75,-1.228,-0.0769,0
27,AR,M,15.67,0.3447,0.1587,0
41,AR,F,16,1.5192,-0.9582,0
43,AR,M,16.17,1.0519,0.0678,0
83,AR,F,16.33,-0.391,0.2683,0
38,AR,M,15.5,0.5805,1.2241,0
35,AR,M,16.08,-0.2016,-0.7694,0
38,AR,M,15.33,1.0437,-0.464,0
36,AR,M,15.67,-1.228,-1.0996,0
57,AR,M,15.58,-1.228,-0.9663,0
35,AR,F,16.17,0.9474,-2.416,1
53,AR,F,15.42,2.0622,0.6551,0
90,AR,M,15.67,-0.1325,1.1233,1
47,AR,F,15.42,-1.228,0.4014,0
55,AR,M,16.33,1.0315,-1.7933,0
58,AR,M,16,0.2652,0.1487,0
67,AR,F,15.42,-1.228,-0.3227,0
42,AR,F,15.5,1.4793,1.0036,0
60,AR,M,15.42,2.0925,0.0305,0
34,AR,M,16.33,1.025,0.1611,0
73,AS,F,16.17,0.2988,0.2509,0
89,AS,M,16.25,0.2289,0.5827,1
52,AS,F,16.25,0.299,0.5991,0
83,AS,F,16.25,-1.228,-0.1923,0
67,AS,M,16.25,0.2988,1.1738,1
81,AT,F,15.5,-0.3213,-0.0763,0
72,AT,M,15.75,-0.1325,0.9879,0
71,AT,M,15.92,-1.228,-0.9244,0
73,AT,M,15.67,-0.4588,0.3272,1
54,AT,M,15.58,0.3112,0.3345,0
55,AT,M,15.75,-1.228,0.6953,0
69,AT,F,15.75,-1.228,-0.9588,0
83,AT,M,16.17,0.9222,-0.0833,0
39,AT,M,15.92,0.3367,0.3929,0
55,AT,M,15.75,-0.267,0.7349,0
64,AT,M,16.25,-0.1325,0.384,0
30,AT,F,15.67,-1.228,-0.7917,0
76,AT,M,15.42,-1.228,-0.2906,0
46,AT,F,15.33,0.0102,-0.1617,0
18,AT,M,15.42,0.2652,0.3548,0
56,AT,F,15.83,-1.228,0.057,0
67,AT,F,15.75,0.845,-0.8231,0
55,AT,M,15.33,-0.5168,0.5336,0
88,AT,M,15.58,-1.228,-0.898,0
80,AT,M,15.83,1.0088,0.8918,0
68,AT,F,15.75,-1.228,0.634,0
68,AT,F,15.58,0.7296,1.4013,1
44,AT,M,15.83,-0.1325,0.2125,0
81,AT,M,15.75,-1.228,-0.7736,0
66,AT,F,16.17,0.3631,-0.9969,0
71,AT,F,15.75,-1.228,0.1026,0
60,AT,F,15.42,-1.228,0.4204,0
72,AT,M,15.58,-0.267,0.0695,0
88,AT,F,16,-0.391,0.9814,0
58,AT,F,15.83,0.7935,-0.3437,0
64,AT,M,16.08,0.9271,0.1899,0
77,AT,M,15.58,-0.1325,0.362,0
81,AT,F,16,0.2988,-1.2062,0
30,AT,F,15.58,0.2121,-0.796,0
35,AT,F,16.08,-0.1325,-1.4309,0
69,AT,F,15.58,0.8222,-0.4423,0
68,AT,M,15.92,1.3102,0.0658,1
38,AT,F,16.17,0.5154,-0.844,0
59,AT,M,15.33,0.6059,0.382,0
54,AT,M,16.08,-0.1325,-0.2481,0
36,AT,F,15.83,-1.228,-0.2925,0
65,AT,F,15.5,0.7935,0.8035,0
78,AT,M,15.42,-1.228,-0.413,0
35,AT,M,15.75,-0.1325,0.5802,0
44,AT,M,16.25,-1.228,0.2408,0
48,AT,M,15.42,-0.267,0.2361,0
25,AT,M,16,1.4228,0.3686,0
73,AT,F,16.17,-1.228,-0.942,0
64,AT,F,15.67,0.2939,0.6881,1
33,AT,M,16.25,1.3621,0.6283,0
38,AT,F,15.33,0.1361,0.7151,0
50,AT,M,16.17,-1.228,-0.1883,0
37,AT,M,15.42,-0.1325,-0.6741,0
63,AT,M,16,-1.228,-1.1956,0
40,AT,F,15.75,0.1751,-1.1214,0
28,AT,F,15.5,0.7296,-0.4299,0
31,AT,F,16.25,-0.0351,0.9754,0
81,AT,F,15.67,-1.228,-1.0007,0
69,AT,F,16.08,-1.228,-0.6772,0
39,AT,F,15.75,1.3946,-0.1668,0
67,AT,M,16.25,-0.267,0.2159,0
48,AT,M,15.5,0.3447,-0.0744,0
52,AT,M,15.5,0.2988,-0.5004,0
73,AT,F,15.75,-1.228,0.2267,0
70,AT,F,15.33,-1.228,0.2328,0
54,AT,M,16.08,-1.228,-1.0461,0
73,AT,F,15.5,0.2988,0.0201,0
62,AT,M,15.67,-1.228,-0.5454,0
16,AU,M,16.17,-1.228,-0.1936,0
19,AU,F,15.33,-1.228,0.7431,1
42,AU,F,15.75,0.8561,0.0156,0
55,AU,F,15.33,-0.4588,-0.7255,0
46,AU,F,16,-1.228,-1.2809,0
24,AU,M,16.08,0.7179,-1.3832,0
22,AU,M,15.58,0.1621,-0.9966,1
28,AU,F,15.75,-1.228,-0.6093,0
30,AU,F,16.17,0.6616,-1.7063,0
38,AU,F,15.83,-1.228,-0.1495,0
29,AU,F,16.08,-1.228,-0.7679,1
27,AU,F,16.08,-1.228,-0.9925,0
8,AU,M,16.08,1.3926,0.1524,0
33,AU,F,16.25,1.5999,-0.4456,0
50,AU,M,15.42,-0.4588,-0.3079,1
46,AU,M,15.92,1.261,-1.784,1
52,AU,M,15.5,0.6132,0.1716,0
32,AU,M,15.92,0.1621,-1.1729,0
28,AU,M,15.42,-1.228,-0.2743,0
33,AU,F,15.42,0.5884,0.4104,0
37,AU,M,15.58,1.3965,-0.2278,0
17,AU,F,15.5,1.2214,0.1233,0
9,AU,M,15.83,0.6733,-2.0804,0
54,AU,F,15.42,-0.1325,-0.0733,0
40,AU,M,15.58,-0.1325,0.5095,0
38,AU,F,16.25,0.2988,-1.682,1
38,AU,M,15.33,-0.267,0.7122,0
58,AU,M,15.67,1.7242,-1.3927,0
45,AU,F,15.75,1.9569,-0.0519,0
27,AU,F,15.83,0.5767,-0.9625,0
55,AU,M,15.58,1.4736,0.6479,0
53,AU,M,15.75,1.1431,-0.6883,0
38,AU,M,15.58,1.2975,0.1834,1
51,AU,F,15.5,1.8437,-0.6008,1
18,AU,M,16.17,-1.228,0.1009,0
50,AU,F,15.92,-1.228,-0.4954,0
45,AU,M,15.33,-1.228,-1.2398,0
32,AU,F,15.5,1.4497,-0.5695,0
56,AU,M,16.25,-1.228,-0.7095,0
48,AU,M,15.83,0.3367,-0.7174,0
46,AU,F,15.83,0.0959,-0.9034,0
56,AU,F,15.92,-1.228,-1.5418,0
20,AU,M,15.42,0.845,-0.5462,0
32,AU,F,15.5,1.7342,-1.2926,1
85,AU,M,16,0.379,0.7387,0
50,AU,F,16.25,-0.1325,-0.5201,0
25,AU,M,15.5,1.8653,-0.1587,0
41,AU,F,16.08,0.7179,-0.6238,0
35,AU,M,16.25,1.5694,0.3244,0
68,AU,F,16.25,-1.228,-0.4198,1
58,AU,M,16.08,0.2652,0.4629,0
26,AU,M,15.67,-0.267,-0.3194,0
62,AU,M,15.58,0.6616,-1.7768,0
72,AU,F,15.92,0.7654,-1.6077,0
31,AU,M,15.58,1.5465,1.2802,0
38,AU,M,15.5,1.4747,-2.0572,0
49,AU,F,15.83,1.5158,-1.1993,0
78,AU,F,15.92,-1.228,1.2213,0
40,AU,M,15.42,0.8334,-0.0822,0
29,AU,F,15.83,1.4873,-1.1681,0
26,AU,M,16.17,1.0338,-0.6617,1
48,AU,M,15.67,1.2987,-0.7376,0
19,AU,M,15.33,1.8153,-1.7467,1
55,AU,F,15.33,0.1361,-1.6588,0
73,AU,M,15.58,-0.1325,-0.3532,0
39,AU,F,15.42,-1.228,-0.6684,0
39,AU,M,16.08,1.7266,-0.8906,1
49,AU,M,15.83,-1.228,-1.0874,0
74,AU,M,16.08,0.0959,-1.7863,0
56,AU,F,15.75,0.2988,-1.1684,1
35,AU,M,15.83,0.802,0.1382,0
44,AU,M,15.58,1.879,0.2436,1
53,AU,F,15.5,-0.1325,-0.3212,0
13,AU,F,16.25,0.4568,-0.1706,1
54,AU,M,15.75,0.5767,-0.1983,0
51,AU,M,16.17,-1.228,0.0293,0
42,AU,F,15.42,0.7268,0.1178,0
45,AU,F,15.33,1.4145,-0.1468,0
74,AU,F,16.25,-1.228,0.1193,0
20,AU,M,15.75,1.1988,-0.6705,1
29,AU,F,15.33,-1.228,-0.896,0
67,AU,M,15.67,0.6302,-2.0756,0
29,AU,F,15.5,-1.228,-0.3155,0
57,AU,F,15.58,-0.1325,-0.0266,0
48,AU,F,15.33,-0.267,-0.9511,0
20,AU,M,16,1.8863,-0.3885,1
35,AU,F,15.83,0.3367,-1.0984,0
50,AU,M,16.17,-1.228,-0.2645,0
63,AU,F,16.17,-1.228,-0.7,0
32,AU,M,15.92,1.0855,-0.6811,1
64,AU,M,15.92,0.8673,-0.9221,0
35,AU,M,15.42,1.2155,-0.0293,0
41,AU,M,16,0.9521,-1.5056,1
35,AU,M,15.33,0.2538,0.1486,0
25,AU,F,15.92,1.1201,-0.5944,0
22,AU,M,15.42,1.8365,-0.8766,1
67,AU,M,15.33,0.379,-0.8836,0
62,AU,M,16.17,-1.228,-1.1743,0
48,AU,F,16.25,0.805,-1.4292,0
42,AU,F,15.75,1.4955,-1.4829,1
23,AU,M,15.58,1.3755,-1.2877,1
52,AU,M,15.92,1.6407,-2.6636,0
37,AU,F,15.67,1.3228,-1.0425,0
60,AU,F,15.75,-1.228,-0.2875,1
33,AU,F,15.58,-0.1325,-0.5238,0
46,AU,M,15.83,-1.228,-1.2847,0
71,AU,F,16,-1.228,-0.7297,0
51,AU,M,15.58,0.5613,-0.9335,1
59,AU,M,16,-1.228,-0.1061,0
29,AU,M,16.17,1.1058,-1.4958,0
29,AU,M,15.5,1.6786,-0.5679,1
66,AU,M,16.08,1.4081,-0.7196,0
27,AU,M,15.67,0.8222,-0.8483,0
53,AU,F,15.92,1.7773,-0.5939,0
65,AV,F,15.83,1.2758,-1.2172,0
31,AV,M,15.5,-0.1325,-1.8701,0
75,AV,M,15.5,-0.3264,-1.7935,0
42,AV,F,15.83,-1.228,-0.1891,0
38,AV,M,16,0.837,0.3002,0
66,AV,F,15.33,-1.228,-0.4122,0
71,AV,M,15.67,0.8222,-1.2511,0
71,AV,M,16,-1.228,-0.664,0
53,AV,M,15.75,-1.228,-0.5065,0
42,AV,M,16.25,0.7179,-0.5025,0
90,AV,M,15.92,-1.228,0.5686,0
69,AV,M,15.33,0.1621,-0.539,0
33,AV,M,16.08,-1.228,-1.7974,0
35,AV,M,15.83,0.3447,0.2794,0
72,AV,M,15.42,1.2807,-1.4699,0
36,AV,F,16.08,-1.228,-1.5821,0
80,AV,F,15.67,-1.228,-0.4471,0
21,AV,M,16.17,1.1469,0.4759,1
66,AV,M,15.75,-0.1325,-0.346,0
62,AV,F,15.83,-1.228,-1.6155,0
14,AV,F,16.17,0.9615,-0.4261,1
28,AV,M,15.83,1.9446,-0.2126,1
49,AV,F,15.83,-0.1879,-1.039,0
27,AV,M,15.58,0.1902,-0.2294,0
77,AV,M,15.42,-1.228,0.373,0
12,AV,M,16,0.7179,1.316,1
68,AV,M,15.33,-1.228,1.2784,0
48,AV,F,15.42,0.3447,-0.5748,0
76,AV,M,15.5,0.6043,1.1098,0
46,AV,M,15.5,0.904,-0.1202,0
58,AV,M,15.75,1.9665,0.737,0
28,AV,M,15.58,-0.5168,1.6247,0
52,AV,M,15.5,0.2289,1.53,0
28,AV,M,15.67,1.4508,0.79990000000000006,0
41,AV,M,15.42,0.4452,-0.3873,0
54,AV,F,15.5,-1.228,-0.6407,0
71,AV,F,15.75,-0.391,-0.119,1
60,AV,F,15.83,-1.228,-0.0748,0
46,AV,M,15.58,1.2259,-1.2578,0
53,AV,F,16.25,-1.228,0.5988,0
61,AV,M,16.08,0.7179,-1.7551,0
44,AV,F,16,1.7903,-0.615,0
62,AV,M,16,1.5491,0.0564,0
29,AV,F,15.42,0.9334,-0.8578,0
68,AV,M,16.17,-0.1325,0.3457,0
50,AV,M,15.5,0.7179,0.7992,0
55,AV,M,15.58,0.6302,-0.0115,0
21,AV,F,16.08,-1.228,-1.1553,0
62,AV,M,15.5,-1.228,-1.3565,1
42,AV,M,15.33,-1.228,-1.4986,0
43,AV,F,16.25,1.7712,-0.4693,0
52,AV,M,15.92,0.7179,-0.402,1
44,AV,M,16,-1.228,-0.1091,0
26,AV,M,15.33,2.4099,-1.8697,1
77,AV,F,16.25,0.9364,1.2348,1
39,AV,M,15.42,-1.228,-1.9135,0
56,AV,F,16.17,0.5381,-0.7726,0
60,AV,M,15.42,0.2289,0.0156,0
65,AV,M,15.33,-1.228,-0.8729,0
55,AV,M,15.58,1.294,-1.1768,0
48,AV,M,15.5,1.5657,-1.3416,0
40,AV,M,15.83,1.1197,-0.5992,0
42,AV,M,16.08,3.6237,0.5858,1
25,AV,M,16.17,1.416,-1.6483,0
41,AV,M,15.42,0.7179,-0.8266,0
53,AV,M,15.75,-1.228,-1.0018,0
62,AV,F,15.67,-1.228,0.8584,0
55,AV,F,15.75,0.9542,0.0836,0
62,AV,M,15.75,0.6415,-1.013,0
56,AV,M,15.75,1.6944,-0.5426,0
35,AV,M,15.83,0.9334,-0.7683,0
24,AV,M,15.67,1.503,-0.8758,1
41,AV,M,16.17,0.8337,-0.1302,0
39,AV,M,16,1.3849,0.5695,0
34,AV,M,15.83,0.9271,-0.7409,0
33,AV,F,15.58,0.2988,-0.5288,0
69,AV,M,16.17,-1.228,0.5951,0
44,AV,M,16.08,1.3478,-0.0857,0
59,AV,F,16.17,-0.267,0.5465,0
35,AV,M,15.67,0.8647,-1.0669,0
71,AV,F,15.92,-1.228,-1.5311,0
68,AV,F,15.5,0.299,1.0935,0
68,AV,M,16.25,1.0552,-0.6913,0
35,AV,F,15.58,-1.228,-0.1514,0
43,AV,M,16.08,0.0261,-0.5206,0
48,AV,M,16.17,0.6364,-1.3068,0
63,AV,M,16.08,-1.228,-0.2729,0
25,AV,M,16.08,-1.228,-1.3875,0
46,AV,M,15.33,0.8222,0.8229,0
50,AV,M,15.75,-1.228,0.2967,0
64,AV,M,15.83,1.2365,-0.4265,0
26,AV,M,15.42,0.9797,-2.4278,0
33,AV,M,16.08,0.475,-0.7071,0
41,AV,M,15.33,0.3447,-0.4016,0
49,AV,M,16.17,-0.1325,-0.2449,1
85,AV,M,16.08,-1.228,0.1654,0
41,AV,M,15.67,-1.228,-1.2622,0
28,AV,M,16,1.2956,0.0395,0
34,AV,F,15.42,1.2688,-0.9247,1
39,AV,F,15.92,0.6266,-1.6508,0
85,AV,F,15.5,-1.228,-0.5179,0
53,AV,M,15.5,1.1008,-0.4254,1
37,AV,M,15.75,-0.1325,-0.476,0
72,AV,M,15.42,-1.228,-0.9702,0
55,AV,F,15.58,-0.391,-0.5178,0
27,AV,F,15.5,1.0854,-0.4402,0
56,AV,M,15.67,1.3577,-0.0542,1
50,AV,M,15.83,-1.228,-0.9616,1
84,AV,M,15.83,0.2289,0.2899,0
60,AV,F,15.92,-0.1325,-0.1281,0
16,AV,M,16,-0.1325,0.2029,0
67,AV,F,15.5,0.2988,0.166,0
20,AV,M,15.75,1.0877,-1.6853,0
48,AV,M,15.58,-0.1325,-0.7724,0
76,AV,M,15.33,0.7179,0.3118,0
46,AV,F,15.58,0.8171,0.4107,0
38,AV,M,16,-1.228,-0.3493,0
22,AV,F,15.75,0.909,0.4246,0
69,AV,M,16.17,-0.4588,-0.0087,0
35,AV,F,16.25,-0.1325,-2.2039,0
24,AV,F,16.17,0.7179,-0.7756,0
71,AV,M,15.92,1.3924,-2.9137,0
44,AV,M,16.17,-0.1325,-1.0547,0
80,AV,M,16.25,0.7179,0.2887,0
58,AV,M,16.17,0.3367,-0.2676,0
68,AV,M,15.33,0.2988,0.2012,0
63,AV,M,15.75,-1.228,0.9912,0
35,AV,F,15.83,1.9885,-2.0871,0
48,AV,M,15.42,0.2988,-0.0773,0
48,AV,M,16.17,-1.228,0.5142,1
22,AV,M,15.67,2.3722,-2.0776,0
68,AV,M,15.75,0.7179,-1.1974,0
56,AV,M,16.17,-0.4588,-0.8697,0
49,AW,M,16.08,1.2499,-1.1863,0
62,AW,F,15.83,-1.228,-1.5882,0
78,AW,M,15.58,-1.228,-0.0677,0
25,AW,F,15.92,0.379,-0.4713,0
40,AW,F,15.83,2.1883,-0.1393,0
64,AW,M,16.08,0.7179,-0.272,0
29,AW,F,16,0.3952,-0.9435,0
69,AW,F,15.42,-1.228,0.3852,0
22,AW,F,16.25,1.1429,-0.7699,0
55,AW,M,15.92,1.1008,-1.7634,0
33,AW,F,15.58,0.7179,-1.021,0
54,AW,M,15.67,1.2372,-0.8096,0
46,AW,F,16,0.817,-0.1965,0
77,AW,M,16.08,-1.228,-1.5359,0
29,AW,F,15.92,0.5869,-0.9797,0
37,AW,M,16,0.7179,-3.0175,0
72,AW,F,15.92,0.7935,0.7788,0
43,AW,F,15.5,1.176,-1.4889,1
